student_id,archetype,mood_score,sleep_hours,study_hours,attendance_pct,internal_marks_avg,days_to_next_exam,assignment_deadlines,placement_anxiety,gate_cat_prep,family_stress,social_isolation,physical_activity_hrs,social_media_hours,burnout_score,burnout_risk_level
STU-2906,high_achiever,6.9,7.5,6.1,92.7,77.4,12,2,0,1,0,0,1.0,1.3,33.78,Moderate
STU-2907,balanced,7.6,6.2,4.4,85.5,85.7,71,7,1,0,1,0,1.2,2.1,42.91,Moderate
STU-2908,balanced,8.0,6.2,4.6,76.5,90.4,23,2,0,0,0,0,1.4,2.1,24.39,Low
STU-2909,overworked,3.5,6.9,10.2,85.2,52.3,1,4,0,0,0,1,0.6,1.9,64.76,High
STU-2910,high_achiever,7.0,5.6,5.5,91.3,82.7,68,0,0,0,0,0,1.1,2.2,27.42,Low
STU-2911,balanced,5.0,6.8,6.9,81.3,87.2,6,7,0,0,1,0,1.4,0.7,50.39,Moderate
STU-2912,balanced,7.5,7.9,7.7,89.3,78.5,19,0,0,0,0,1,1.5,1.7,23.16,Low
STU-2913,balanced,7.2,7.3,4.1,92.6,83.0,17,1,0,0,0,0,0.7,2.6,24.31,Low
STU-2914,struggling,2.8,5.8,3.4,84.8,41.8,59,7,1,0,0,1,0.0,4.4,71.6,High
STU-2915,struggling,2.6,2.9,3.8,44.4,55.7,72,0,1,1,1,1,0.2,5.5,89.54,Critical
STU-2916,balanced,8.5,6.9,6.4,89.7,65.7,4,7,0,0,1,0,1.6,0.9,35.79,Moderate
STU-2917,balanced,9.2,7.9,8.0,79.0,75.8,65,7,1,0,0,0,1.4,1.8,27.42,Low
STU-2918,at_risk,1.6,3.7,0.4,31.6,42.7,32,5,1,0,1,1,0.1,8.1,100.0,Critical
STU-2919,at_risk,1.9,3.9,0.8,38.1,30.6,63,1,0,0,1,1,0.1,9.7,92.07,Critical
STU-2920,struggling,5.9,5.4,5.9,85.0,69.2,58,4,1,0,1,0,0.6,2.8,47.14,Moderate
STU-2921,overworked,6.0,3.3,10.4,56.7,81.5,38,4,1,0,1,0,0.3,2.3,64.73,High
STU-2922,at_risk,1.0,4.7,4.0,42.7,45.9,50,0,0,1,1,1,0.0,6.8,89.62,Critical
STU-2923,balanced,7.8,8.1,6.1,82.2,68.9,85,0,1,0,0,1,1.0,2.3,29.67,Low
STU-2924,struggling,5.7,4.2,2.3,48.8,60.1,23,6,1,0,0,0,0.3,7.2,66.71,High
STU-2925,struggling,3.1,4.4,2.4,62.1,55.8,12,3,1,1,0,1,0.4,7.1,90.52,Critical
STU-2926,at_risk,2.8,2.9,2.6,54.5,26.2,71,0,1,1,1,0,0.0,7.2,92.73,Critical
STU-2927,at_risk,2.3,4.2,3.1,40.1,27.8,74,8,1,0,1,1,0.0,6.3,97.68,Critical
STU-2928,overworked,5.6,6.2,9.0,72.6,90.0,40,8,1,1,1,0,0.9,1.6,58.15,High
STU-2929,struggling,4.5,4.7,6.2,63.0,54.8,89,4,0,1,1,0,0.5,6.6,68.1,High
STU-2930,high_achiever,8.2,5.4,6.4,95.1,86.5,65,6,0,0,0,0,1.3,2.3,28.53,Low
STU-2931,balanced,8.3,6.7,6.6,81.7,92.0,34,4,0,0,0,0,1.3,1.4,24.22,Low
STU-2932,overworked,6.0,6.1,10.2,100.0,68.9,11,1,1,0,0,0,0.4,1.7,49.68,Moderate
STU-2933,struggling,4.3,4.8,3.6,54.7,41.4,38,0,1,0,0,1,0.2,6.5,74.89,High
STU-2934,balanced,7.1,6.2,5.4,98.7,83.0,25,6,0,0,0,0,1.4,2.4,32.48,Moderate
STU-2935,struggling,2.3,4.0,2.7,69.0,53.9,29,4,0,1,1,1,0.5,4.0,76.88,Critical
STU-2936,struggling,3.9,5.3,5.3,75.4,56.3,20,1,1,1,0,1,0.5,7.4,70.79,High
STU-2937,balanced,6.5,7.5,5.5,63.2,78.7,1,2,0,0,0,0,1.2,2.5,36.01,Moderate
STU-2938,balanced,5.7,7.1,6.0,82.8,75.2,18,0,1,0,0,0,0.8,1.7,33.24,Moderate
STU-2939,overworked,7.1,5.4,9.1,95.2,67.3,2,0,1,0,0,1,0.6,2.1,62.51,High
STU-2940,struggling,4.1,4.6,3.3,64.4,66.4,58,3,1,0,0,0,0.6,4.8,59.88,High
STU-2941,struggling,5.3,4.0,1.4,57.0,57.0,72,1,0,1,0,0,0.5,6.8,60.09,High
STU-2942,balanced,6.8,6.1,3.9,77.0,77.9,11,6,1,0,1,0,1.5,1.2,47.36,Moderate
STU-2943,struggling,1.3,4.8,2.4,82.0,56.9,25,7,0,1,1,0,0.2,3.8,66.74,High
STU-2944,high_achiever,6.7,6.1,6.2,86.0,87.3,79,0,0,0,0,0,1.2,1.2,29.26,Low
STU-2945,overworked,2.9,5.1,9.2,72.5,63.0,10,8,0,0,0,0,0.4,2.0,60.72,High
STU-2946,overworked,3.6,3.4,9.1,74.0,68.0,76,8,0,1,1,1,0.4,1.8,72.63,High
STU-2947,overworked,4.2,6.5,8.3,74.3,62.8,31,7,1,1,0,0,0.2,2.2,56.46,High
STU-2948,balanced,6.7,6.8,4.6,85.2,91.4,71,5,1,0,0,0,0.9,2.0,36.71,Moderate
STU-2949,struggling,5.0,5.3,3.8,61.5,46.8,19,0,1,1,0,0,0.1,4.7,60.8,High
STU-2950,balanced,6.6,7.9,5.6,89.1,86.8,41,3,1,0,1,0,1.1,1.9,34.76,Moderate
STU-2951,overworked,4.3,4.0,10.8,80.1,88.5,76,4,1,1,0,0,0.7,1.6,63.93,High
STU-2952,overworked,5.0,6.2,8.8,67.5,62.0,6,1,0,1,0,0,0.2,1.5,58.52,High
STU-2953,balanced,8.1,8.4,3.9,92.1,71.2,90,8,1,0,0,0,1.3,0.8,29.98,Low
STU-2954,at_risk,1.0,3.8,2.4,50.9,29.2,57,4,1,1,1,1,0.2,7.0,100.0,Critical
STU-2955,at_risk,3.2,3.4,2.8,46.1,40.6,64,1,1,0,1,1,0.2,5.4,84.62,Critical
STU-2956,overworked,5.9,6.2,9.9,81.2,69.6,45,3,0,0,0,0,0.6,2.1,36.23,Moderate
STU-2957,overworked,7.2,4.5,10.8,89.1,75.7,1,4,1,0,0,0,0.0,2.2,65.51,High
STU-2958,balanced,6.7,7.1,6.4,78.3,73.6,89,5,0,0,0,0,1.1,2.5,28.33,Low
STU-2959,balanced,6.0,5.7,5.9,75.9,80.3,80,5,1,0,1,0,0.7,1.5,44.87,Moderate
STU-2960,overworked,6.2,5.6,10.0,67.1,62.5,4,0,1,0,0,1,0.5,0.8,67.59,High
STU-2961,overworked,7.8,4.8,7.3,71.9,63.7,10,2,1,1,0,1,1.0,3.5,63.05,High
STU-2962,struggling,3.5,5.9,1.8,74.9,63.1,22,3,1,0,1,0,0.3,6.5,59.8,High
STU-2963,at_risk,1.2,4.5,1.9,57.0,59.9,44,1,1,0,0,1,0.0,5.9,79.21,Critical
STU-2964,balanced,7.9,6.4,4.4,77.8,69.1,63,6,0,0,0,0,1.3,1.8,27.8,Low
STU-2965,overworked,4.2,4.9,6.4,79.5,81.8,33,4,1,0,0,0,0.0,2.6,50.52,Moderate
STU-2966,overworked,6.7,5.2,10.1,78.6,83.3,56,6,1,0,0,0,0.5,1.6,48.58,Moderate
STU-2967,at_risk,2.1,3.7,1.4,37.8,40.4,79,1,0,0,0,1,0.1,8.3,84.23,Critical
STU-2968,overworked,2.5,4.6,7.1,82.2,53.3,26,4,1,1,0,0,0.1,1.9,66.62,High
STU-2969,overworked,3.9,5.0,10.4,92.8,77.8,62,6,1,1,0,0,0.7,2.9,61.44,High
STU-2970,struggling,4.5,5.5,2.1,55.0,42.4,58,2,1,0,1,0,0.5,4.7,64.87,High
STU-2971,overworked,3.6,4.9,8.6,80.4,58.6,49,5,0,1,0,0,0.5,1.8,52.77,Moderate
STU-2972,at_risk,1.2,2.3,1.7,49.8,41.2,9,7,0,0,0,1,0.2,4.7,100.0,Critical
STU-2973,at_risk,2.1,4.0,1.8,53.6,35.4,79,4,1,0,1,0,0.2,6.2,85.49,Critical
STU-2974,overworked,4.3,3.2,8.0,88.7,68.5,46,0,0,0,0,0,0.4,1.4,45.51,Moderate
STU-2975,balanced,6.2,6.3,5.0,85.6,79.4,61,4,0,1,0,0,1.4,0.8,35.84,Moderate
STU-2976,at_risk,2.3,2.0,2.0,44.2,44.1,6,4,1,0,1,1,0.1,5.1,100.0,Critical
STU-2977,high_achiever,6.0,6.5,4.9,86.4,88.1,19,1,0,0,0,0,0.5,0.7,33.44,Moderate
STU-2978,overworked,3.5,6.7,9.2,72.8,75.7,20,5,0,0,0,0,0.8,1.3,41.58,Moderate
STU-2979,overworked,6.8,5.3,11.2,83.2,88.1,36,1,0,1,0,0,0.5,2.4,45.23,Moderate
STU-2980,high_achiever,7.7,7.1,7.3,94.9,90.7,70,1,1,0,0,0,1.2,1.7,27.53,Low
STU-2981,struggling,3.2,5.5,5.6,38.7,45.2,28,5,1,1,0,1,0.3,3.5,80.93,Critical
STU-2982,struggling,4.7,6.4,0.5,60.0,57.6,8,8,0,0,0,0,0.5,5.3,62.18,High
STU-2983,struggling,4.0,6.1,2.5,62.7,37.4,33,0,1,0,1,0,0.6,4.6,62.22,High
STU-2984,overworked,5.0,5.6,10.1,68.1,60.6,47,4,1,1,1,1,0.4,2.7,74.05,High
STU-2985,balanced,7.5,7.8,3.6,98.1,79.8,3,1,0,1,0,0,1.2,1.7,31.84,Moderate
STU-2986,high_achiever,7.1,7.8,5.8,86.0,80.8,30,7,1,0,0,0,0.5,1.4,36.58,Moderate
STU-2987,balanced,6.6,5.9,5.9,81.6,83.0,7,3,0,0,0,1,1.0,1.6,42.25,Moderate
STU-2988,balanced,7.3,6.7,4.8,67.2,70.5,75,0,0,0,0,0,1.5,2.3,24.27,Low
STU-2989,balanced,8.5,7.0,3.9,68.8,84.7,60,1,0,1,1,0,1.1,1.1,29.3,Low
STU-2990,balanced,6.8,7.3,4.7,73.6,70.6,83,8,0,0,1,0,1.7,1.0,31.78,Moderate
STU-2991,overworked,7.3,5.5,9.8,71.5,70.3,19,5,0,1,0,0,0.2,1.5,43.64,Moderate
STU-2992,struggling,5.2,4.4,4.0,63.8,57.3,12,4,0,0,1,0,0.2,4.1,62.59,High
STU-2993,high_achiever,6.7,5.7,6.6,83.0,76.7,1,1,0,0,0,0,1.4,1.5,35.52,Moderate
STU-2994,balanced,9.5,5.7,6.7,81.1,81.3,15,0,0,0,0,0,1.2,0.7,20.7,Low
STU-2995,overworked,6.0,2.8,12.4,81.1,76.7,0,7,1,1,0,0,0.1,2.8,93.65,Critical
STU-2996,balanced,7.5,7.0,4.4,80.3,70.9,53,1,0,0,0,0,1.4,1.3,22.6,Low
STU-2997,overworked,4.2,4.7,10.4,71.0,76.5,19,2,0,1,0,0,0.6,2.0,54.58,Moderate
STU-2998,at_risk,2.6,4.6,4.7,44.4,45.7,32,7,1,0,1,0,0.0,4.1,80.33,Critical
STU-2999,overworked,3.5,4.1,10.4,72.9,77.1,57,6,1,1,0,0,0.5,3.7,70.97,High
STU-3000,struggling,5.7,5.0,4.0,76.0,60.0,1,8,1,0,1,1,0.4,5.1,87.88,Critical
STU-3001,overworked,4.5,4.3,11.6,96.6,60.7,83,4,1,0,0,1,0.2,3.1,68.54,High
STU-3002,struggling,5.0,5.6,3.1,66.0,55.0,23,2,1,0,1,0,0.0,5.3,61.9,High
STU-3003,at_risk,2.2,3.7,2.3,43.7,46.1,85,6,1,0,0,1,0.0,8.9,95.34,Critical
STU-3004,struggling,2.6,6.5,3.8,53.3,65.3,56,5,0,1,0,1,0.4,2.1,60.37,High
STU-3005,balanced,7.5,5.3,5.6,83.3,65.5,46,2,0,1,0,0,1.3,1.8,32.67,Moderate
STU-3006,balanced,8.1,7.7,5.2,80.4,80.8,18,6,1,1,0,0,1.1,0.6,37.08,Moderate
STU-3007,balanced,6.4,6.7,7.2,80.9,75.0,83,8,0,1,0,1,1.4,2.1,43.45,Moderate
STU-3008,high_achiever,7.8,6.5,7.3,92.4,100.0,88,1,0,1,0,0,0.5,1.9,33.47,Moderate
STU-3009,struggling,4.7,3.7,6.0,35.7,43.8,64,1,0,0,1,0,0.7,4.2,69.37,High
STU-3010,balanced,5.7,6.1,4.9,85.3,73.2,9,0,1,0,0,0,1.0,2.7,45.44,Moderate
STU-3011,overworked,4.9,3.3,6.3,80.4,76.6,60,5,1,1,0,1,0.4,2.1,65.22,High
STU-3012,high_achiever,8.3,7.7,4.3,90.6,79.2,31,3,0,0,0,0,0.4,0.8,22.84,Low
STU-3013,struggling,4.6,6.3,3.5,40.9,49.1,11,0,0,0,1,0,0.0,3.0,64.24,High
STU-3014,overworked,5.8,5.6,9.0,85.9,65.9,33,2,0,0,1,0,0.7,2.5,41.38,Moderate
STU-3015,overworked,5.8,5.0,11.9,80.5,70.0,40,7,0,1,0,0,0.3,2.9,56.95,High
STU-3016,balanced,6.9,6.1,4.4,80.5,85.8,69,1,0,0,0,0,1.1,1.4,24.35,Low
STU-3017,at_risk,4.0,4.1,3.2,62.4,36.0,47,7,0,0,1,1,0.1,9.2,84.25,Critical
STU-3018,struggling,4.9,5.5,4.5,60.5,51.6,5,7,1,1,1,0,0.5,6.0,96.98,Critical
STU-3019,balanced,7.8,7.5,5.0,77.4,81.2,47,4,0,1,0,0,1.0,1.8,31.6,Moderate
STU-3020,overworked,7.3,5.3,9.1,76.8,78.7,3,7,1,1,0,0,0.4,1.8,69.52,High
STU-3021,balanced,7.4,6.5,6.1,89.8,66.9,83,7,0,0,0,0,1.1,1.7,30.39,Moderate
STU-3022,struggling,4.9,3.8,1.3,74.4,38.6,12,7,0,1,0,1,0.4,4.6,81.47,Critical
STU-3023,overworked,8.0,7.0,7.0,87.8,68.4,37,1,0,1,0,0,0.7,3.0,32.49,Moderate
STU-3024,high_achiever,8.0,5.9,8.1,91.6,83.6,6,2,0,1,0,0,0.8,1.9,47.01,Moderate
STU-3025,struggling,2.2,5.2,2.9,44.4,53.8,18,7,1,0,1,0,0.1,2.4,73.09,High
STU-3026,balanced,6.2,6.5,3.9,78.8,69.3,32,2,0,0,1,0,1.4,2.2,32.9,Moderate
STU-3027,balanced,7.0,6.8,4.5,75.5,80.6,8,3,0,0,0,0,0.5,1.8,31.97,Moderate
STU-3028,at_risk,3.1,2.1,2.0,53.1,15.1,88,2,1,0,0,1,0.0,6.0,94.08,Critical
STU-3029,overworked,5.8,5.6,7.9,62.1,70.8,60,0,1,0,0,0,0.0,1.5,47.41,Moderate
STU-3030,overworked,5.8,4.4,8.5,84.2,72.1,66,6,0,1,1,0,0.0,0.6,58.3,High
STU-3031,struggling,2.2,5.1,5.8,63.8,44.8,30,4,1,1,1,1,0.0,2.6,82.04,Critical
STU-3032,balanced,8.7,6.7,4.8,87.6,69.5,18,7,0,0,0,0,1.3,1.8,24.89,Low
STU-3033,balanced,7.2,8.4,6.2,90.7,67.7,57,6,0,1,0,0,1.6,2.2,25.84,Low
STU-3034,at_risk,3.0,3.0,0.0,49.9,44.5,52,7,0,0,1,1,0.1,6.0,85.22,Critical
STU-3035,balanced,9.7,6.1,6.5,82.1,68.2,44,4,0,0,0,0,1.2,1.0,21.78,Low
STU-3036,balanced,7.2,5.8,6.1,74.3,63.4,67,4,0,0,0,0,0.8,3.1,30.77,Moderate
STU-3037,balanced,7.6,6.4,5.1,86.8,79.4,58,3,1,0,0,0,0.9,1.0,34.43,Moderate
STU-3038,balanced,7.8,6.8,6.0,78.4,68.4,13,1,0,1,0,0,1.2,2.1,33.35,Moderate
STU-3039,high_achiever,8.2,6.0,8.9,89.3,84.3,62,1,0,0,0,0,0.5,1.3,29.66,Low
STU-3040,overworked,6.6,6.6,10.3,80.8,65.5,14,4,1,1,0,0,0.2,3.0,52.64,Moderate
STU-3041,overworked,3.9,5.7,10.5,66.9,75.4,13,6,0,1,1,0,0.1,0.3,70.4,High
STU-3042,at_risk,2.8,3.4,6.0,53.7,39.8,23,6,1,0,0,1,0.2,5.3,86.84,Critical
STU-3043,at_risk,2.9,3.8,1.1,24.5,32.0,34,2,0,0,1,0,0.2,5.3,82.41,Critical
STU-3044,struggling,3.7,5.0,2.0,64.3,44.3,9,7,1,0,1,0,0.0,4.6,84.81,Critical
STU-3045,overworked,3.3,5.1,10.7,100.0,65.1,51,3,0,1,1,0,0.2,1.3,61.31,High
STU-3046,overworked,4.2,4.6,6.7,86.8,81.6,37,3,0,0,0,0,0.7,0.9,42.49,Moderate
STU-3047,balanced,5.5,7.0,5.7,84.5,79.3,73,3,0,0,0,0,1.2,0.6,29.7,Low
STU-3048,at_risk,2.6,2.6,0.0,70.0,52.8,55,3,0,0,1,1,0.2,4.8,70.23,High
STU-3049,at_risk,3.3,3.9,1.4,64.9,48.2,41,4,1,0,1,1,0.1,6.3,81.82,Critical
STU-3050,balanced,7.9,6.3,6.0,74.6,85.7,41,1,0,0,0,0,1.4,1.4,23.14,Low
STU-3051,struggling,2.7,6.3,5.9,70.4,70.7,63,2,1,0,1,0,0.3,5.9,61.77,High
STU-3052,struggling,4.0,4.6,4.9,69.8,42.9,44,0,1,0,1,1,0.0,4.5,68.01,High
STU-3053,overworked,4.0,4.1,8.6,86.2,80.4,53,7,0,0,1,0,0.6,2.7,56.78,High
STU-3054,overworked,1.8,5.0,6.8,83.1,49.1,38,5,1,1,0,0,0.3,2.6,65.65,High
STU-3055,at_risk,3.5,4.0,2.6,58.5,33.7,2,7,1,0,0,1,0.1,6.2,100.0,Critical
STU-3056,high_achiever,7.3,5.6,6.6,89.0,80.6,63,5,0,0,0,1,1.3,0.8,36.7,Moderate
STU-3057,high_achiever,8.7,7.1,8.5,88.0,89.7,13,2,0,1,1,1,0.6,1.3,46.58,Moderate
STU-3058,struggling,3.1,4.1,2.8,50.2,62.3,38,3,1,0,0,0,0.2,5.1,68.21,High
STU-3059,struggling,4.1,4.6,3.0,79.0,61.1,22,2,1,0,0,0,0.3,4.1,53.69,Moderate
STU-3060,overworked,6.1,6.5,7.4,84.6,81.3,45,1,1,1,1,1,0.0,2.1,54.1,Moderate
STU-3061,balanced,7.6,6.7,5.3,78.7,80.8,7,1,0,0,0,0,1.3,1.9,26.25,Low
STU-3062,struggling,4.9,4.2,6.1,47.2,31.3,87,0,0,0,1,0,0.0,1.7,62.89,High
STU-3063,balanced,7.8,8.0,4.2,88.0,75.5,88,3,0,0,0,0,1.3,2.2,19.36,Low
STU-3064,struggling,7.9,6.1,2.7,48.9,50.9,31,6,0,1,0,1,0.4,6.4,61.27,High
STU-3065,at_risk,2.8,2.0,2.7,46.4,60.0,72,8,1,1,0,1,0.0,8.9,99.35,Critical
STU-3066,at_risk,1.2,1.8,2.4,30.4,21.8,34,1,1,1,0,1,0.1,7.1,100.0,Critical
STU-3067,balanced,7.0,8.5,5.7,88.4,76.1,40,2,0,0,0,0,0.8,2.1,20.24,Low
STU-3068,at_risk,2.4,3.8,0.0,23.9,48.9,61,7,1,0,1,1,0.0,5.0,97.21,Critical
STU-3069,overworked,4.9,5.4,9.4,80.0,63.0,76,4,1,1,0,0,0.5,3.1,56.98,High
STU-3070,struggling,5.4,4.4,4.6,63.5,51.6,12,2,1,0,1,0,0.4,6.6,75.91,Critical
STU-3071,balanced,7.7,6.7,7.4,87.1,75.6,51,2,0,0,1,0,1.2,2.4,28.71,Low
STU-3072,at_risk,1.0,3.6,3.8,70.0,36.7,65,6,0,0,1,1,0.1,7.2,85.9,Critical
STU-3073,overworked,6.3,4.9,11.0,85.2,78.1,54,1,1,0,0,0,0.3,3.7,51.51,Moderate
STU-3074,overworked,5.9,4.2,9.4,79.1,62.1,68,4,0,1,0,1,0.3,2.1,57.53,High
STU-3075,overworked,2.9,4.9,8.9,77.8,80.4,45,3,1,1,1,1,1.0,2.7,69.48,High
STU-3076,at_risk,2.2,4.1,2.7,62.8,36.8,17,1,1,0,1,1,0.0,9.7,91.13,Critical
STU-3077,struggling,2.5,6.3,1.3,30.0,61.2,56,7,1,1,0,0,0.6,5.4,76.12,Critical
STU-3078,at_risk,2.4,3.2,1.2,69.2,25.4,47,4,1,1,1,0,0.2,8.6,94.41,Critical
STU-3079,at_risk,3.7,4.1,2.6,53.5,45.4,32,5,1,1,1,1,0.0,3.6,87.89,Critical
STU-3080,high_achiever,8.7,6.7,6.3,83.2,85.5,0,4,0,1,0,0,0.5,0.7,40.5,Moderate
STU-3081,high_achiever,7.2,6.7,6.8,88.0,74.8,73,3,0,1,0,0,0.7,1.0,31.49,Moderate
STU-3082,at_risk,2.2,2.4,1.8,51.6,28.1,55,5,0,0,1,0,0.2,3.5,78.88,Critical
STU-3083,balanced,7.1,7.5,6.5,94.9,72.0,69,4,0,0,0,0,1.1,1.2,22.55,Low
STU-3084,at_risk,2.7,2.7,3.8,26.1,43.8,45,8,1,0,1,1,0.0,4.6,100.0,Critical
STU-3085,struggling,3.0,3.9,2.3,83.4,44.6,55,7,0,0,0,1,0.3,4.5,68.05,High
STU-3086,balanced,6.6,6.8,6.0,75.1,83.7,16,2,0,1,0,0,1.7,2.2,30.98,Moderate
STU-3087,overworked,1.0,5.4,8.9,75.5,51.0,47,1,0,0,0,0,0.5,1.0,52.05,Moderate
STU-3088,high_achiever,8.5,6.2,8.5,87.3,88.6,1,1,1,0,0,0,0.5,1.9,45.18,Moderate
STU-3089,struggling,4.7,4.0,1.4,57.3,65.3,38,7,1,0,0,0,0.3,2.5,58.25,High
STU-3090,balanced,8.5,7.4,4.0,67.9,70.0,1,1,0,0,0,0,0.5,1.7,33.61,Moderate
STU-3091,at_risk,1.0,3.3,4.0,59.2,36.2,72,2,1,1,0,1,0.1,3.9,89.06,Critical
STU-3092,struggling,4.4,5.8,2.6,59.7,40.6,88,7,0,0,0,1,0.4,6.0,67.07,High
STU-3093,balanced,6.0,7.1,4.7,90.1,73.7,6,5,0,1,0,0,0.6,1.7,48.82,Moderate
STU-3094,overworked,5.9,4.5,8.6,68.1,66.1,29,1,1,1,1,1,0.1,3.0,66.49,High
STU-3095,balanced,7.3,7.0,6.6,90.7,80.6,68,2,0,0,0,0,1.3,1.2,21.48,Low
STU-3096,balanced,6.4,7.6,5.6,88.9,83.0,48,0,1,0,1,0,0.9,1.8,34.69,Moderate
STU-3097,struggling,3.5,3.9,5.3,62.6,52.2,84,0,1,1,0,0,0.1,5.8,70.13,High
STU-3098,overworked,6.2,5.5,8.9,81.2,71.9,7,7,1,1,0,0,0.4,2.2,62.75,High
STU-3099,at_risk,2.6,3.6,0.3,45.7,41.2,45,0,0,0,1,1,0.1,8.1,85.49,Critical
STU-3100,balanced,6.3,6.9,5.1,82.0,75.0,56,6,0,0,0,0,1.4,1.9,31.26,Moderate
STU-3101,struggling,4.4,3.5,2.8,69.2,32.6,25,6,0,0,1,0,0.0,4.8,70.25,High
STU-3102,balanced,8.5,6.8,6.8,82.6,62.7,55,4,0,0,0,0,1.2,1.4,24.99,Low
STU-3103,balanced,7.2,6.0,3.7,81.8,55.6,36,1,1,1,0,0,1.0,1.9,40.76,Moderate
STU-3104,at_risk,3.5,4.7,0.5,43.5,49.9,66,5,1,1,1,0,0.1,3.4,79.64,Critical
STU-3105,overworked,4.2,6.1,10.4,74.9,71.4,26,4,1,0,1,0,0.0,1.6,58.61,High
STU-3106,struggling,4.1,5.6,3.8,77.8,28.0,8,7,1,0,0,0,0.2,7.3,81.1,Critical
STU-3107,overworked,7.5,5.0,8.7,67.7,59.0,63,3,1,1,0,0,0.6,2.6,52.44,Moderate
STU-3108,balanced,7.7,7.1,6.7,89.6,66.5,56,4,0,1,0,0,1.3,0.8,29.99,Low
STU-3109,overworked,6.4,3.7,8.9,78.1,72.3,54,5,1,0,1,0,0.3,1.3,56.12,High
STU-3110,high_achiever,6.5,6.3,6.5,90.3,81.6,1,2,0,1,0,0,0.4,1.2,48.57,Moderate
STU-3111,overworked,7.4,7.0,12.0,66.0,65.9,17,6,1,1,0,0,0.4,2.1,53.08,Moderate
STU-3112,struggling,7.6,3.2,2.4,81.7,44.6,90,4,1,0,1,0,0.4,6.4,64.38,High
STU-3113,balanced,7.4,7.8,4.4,78.0,79.3,43,5,1,0,0,0,0.4,2.6,34.88,Moderate
STU-3114,overworked,5.7,3.4,7.6,74.0,78.1,41,0,0,1,0,0,0.0,2.8,49.15,Moderate
STU-3115,high_achiever,7.6,6.7,7.3,87.4,88.7,86,6,1,0,0,0,0.1,1.2,38.63,Moderate
STU-3116,balanced,6.9,5.5,6.4,72.0,74.5,28,7,0,0,0,1,1.3,1.8,42.96,Moderate
STU-3117,struggling,3.9,5.0,3.4,69.4,68.7,48,1,0,1,1,1,0.3,6.0,68.21,High
STU-3118,struggling,6.0,4.0,5.1,65.0,65.4,32,6,1,0,0,0,0.5,5.2,58.57,High
STU-3119,high_achiever,8.0,6.7,6.8,89.7,95.6,8,5,1,0,0,0,1.2,1.1,37.08,Moderate
STU-3120,struggling,5.6,3.6,1.3,45.1,31.3,77,0,0,1,1,0,0.0,3.0,72.45,High
STU-3121,at_risk,2.5,3.1,0.0,45.9,17.2,14,0,1,0,1,1,0.0,10.0,100.0,Critical
STU-3122,high_achiever,7.6,7.0,6.4,87.0,95.2,71,6,1,1,0,0,0.5,1.2,41.94,Moderate
STU-3123,balanced,6.3,7.5,5.1,87.3,79.7,43,0,0,0,0,0,1.1,2.8,23.61,Low
STU-3124,balanced,8.5,7.9,7.6,83.4,68.7,27,0,1,0,0,0,2.0,1.6,20.0,Low
STU-3125,overworked,5.2,4.0,10.3,71.9,67.1,89,1,0,0,1,0,0.7,2.7,50.71,Moderate
STU-3126,struggling,4.3,4.5,2.9,62.0,57.9,60,4,1,0,1,0,0.3,5.4,65.98,High
STU-3127,high_achiever,7.3,6.0,6.3,97.4,89.4,55,5,0,0,0,0,0.6,1.6,30.91,Moderate
STU-3128,balanced,6.5,5.8,6.7,71.1,74.6,60,3,0,0,0,1,0.8,2.3,39.14,Moderate
STU-3129,struggling,3.8,4.4,4.0,62.2,51.5,79,8,1,0,1,0,0.1,2.4,67.25,High
STU-3130,high_achiever,8.4,6.3,6.2,84.0,74.7,81,5,0,1,0,0,0.7,1.8,32.61,Moderate
STU-3131,high_achiever,8.1,6.1,7.8,89.2,77.6,15,7,0,0,0,0,0.9,2.3,34.43,Moderate
STU-3132,balanced,7.7,6.9,5.9,84.5,74.7,69,6,0,0,0,0,1.4,1.9,25.68,Low
STU-3133,struggling,2.2,3.9,4.7,61.6,55.6,8,6,1,0,1,0,0.2,3.2,83.36,Critical
STU-3134,high_achiever,7.0,5.7,8.4,88.9,80.6,24,2,0,0,0,1,1.6,1.8,35.3,Moderate
STU-3135,high_achiever,8.1,6.3,6.2,93.4,83.1,68,2,0,0,0,0,1.0,1.9,25.6,Low
STU-3136,overworked,4.7,5.5,7.8,82.5,71.5,26,3,0,1,0,0,0.5,2.0,48.4,Moderate
STU-3137,overworked,4.1,6.0,8.0,83.0,75.8,39,4,1,0,1,0,0.4,1.8,52.16,Moderate
STU-3138,balanced,7.5,8.4,4.5,77.6,77.3,68,3,0,1,0,0,1.1,1.7,27.51,Low
STU-3139,at_risk,1.0,2.9,0.0,30.1,60.0,81,0,1,0,0,1,0.2,8.1,92.8,Critical
STU-3140,balanced,8.0,5.6,6.7,75.4,70.7,48,2,0,0,0,0,1.4,2.0,26.1,Low
STU-3141,balanced,5.8,7.1,6.7,77.7,85.5,77,8,0,0,0,0,0.9,1.8,35.85,Moderate
STU-3142,balanced,6.5,7.8,7.9,83.4,70.8,35,3,0,0,0,0,0.9,2.6,29.05,Low
STU-3143,high_achiever,9.0,6.5,8.2,90.8,79.7,9,7,0,0,0,0,1.4,2.2,29.79,Low
STU-3144,high_achiever,7.0,6.5,8.1,85.3,86.4,81,6,1,1,0,1,0.8,1.8,50.97,Moderate
